"No.","Group Name","Contact","Contact TG/DMR ID"
"1","Default","240721|Bornhack|Chaoswelle|Cluster 1|Cluster 2|Connector|DCS010B|DCS010D|DCS010V|Denmark|Disconnect|English|Europe|European English|Finland|IP address|JOTA|JOTA SE|JOTA Tac 1|JOTA Tac 2|JOTA Tac 3|JOTA Tac 4|JOTA Tac 5|JOTA Tac 6|JOTA Tac 7|JOTA Tac 8|Local|Local2|Nordic|Normiraringen|Norway|Regional SM0|Regional SM1|Regional SM2|Regional SM3|Regional SM4|Regional SM5|Regional SM6|Regional SM7|Robost Packet|SM Openspot|SM Tac 1|SM Tac 2|SM XIL|SM0RUX|SOTA|Sweden|Swedenhubb|Swedenlink|Swedish|W8IRC IRC Chat|World-wide","240271|23824|26223|8|7|9998|240240|2410|2415|238|4000|913|92|923|244|9997|907|240907|9071|9072|9073|9074|9075|9076|9077|9078|9|99|927|24099|242|2400|2401|2402|2403|2404|2405|2406|2407|24098|240888|2411|2412|24080|2400029|973|240|240216|2416|924|98004|91"
